"Species","TaxID"
"Coreopsis gigantea","159663"
"Coreopsis hamiltonii","159665"
"Coreopsis maritima","159671"
"Coreopsis stillmanii","159684"
"Corethrogyne filaginifolia","71062"
"Cornus glabrata","367344"
"Cornus nuttallii","60120"
"Cornus sessilis","60121"
"Cornus unalaschkensis","164434"
"Coronilla valentina","118893"
"Cortaderia jubata","173168"
"Corymbia citriodora","34329"
"Cotoneaster franchetii","1143218"
"Cotoneaster lacteus","36608"
"Cotoneaster pannosus","143397"
"Cotula mexicana","1193223"
"Cotyledon orbiculata","22999"
"Crambe maritima","71339"
"Crassula multicava","23000"
"Crassula tillaea","1053338"
"Crepis bakeri","1111086"
"Crepis bursifolia","509649"
"Crepis monticola","1111095"
"Crepis pleurocarpa","1111101"
"Crepis rubra","268027"
"Crocidium multicaule","316969"
"Crossosoma californicum","23043"
"Crucianella angustifolia","29784"
"Crupina vulgaris","145813"
"Crypsis vaginiflora","433857"
"Cryptantha clevelandii","2006872"
"Cryptantha clokeyi","2006874"
"Cryptantha corollata","2006875"
"Cryptantha crinita","2006876"
"Cryptantha crymophila","1563376"
"Cryptantha echinella","2006878"
"Cryptantha hoffmannii","1563378"
"Cryptantha incana","2006882"
"Cryptantha leiocarpa","1213317"
"Cryptantha mariposae","2006886"
"Cryptantha micromeres","1213321"
"Cryptantha microstachys","2006889"
"Cryptantha mohavensis","1213323"
"Cryptantha nemaclada","1213324"
"Cryptantha nubigena","1563381"
"Cryptantha oxygona","2006892"
"Cryptantha roosiorum","1213327"
"Cryptantha similis","1213329"
"Cryptantha simulans","2005086"
"Cryptantha sparsiflora","2006896"
"Cryptantha traskiae","1213332"
"Cryptantha wigginsii","2006900"
"Cucumis myriocarpus","39474"
"Cucurbita ficifolia","37645"
"Cuscuta brachycalyx","437245"
"Cuscuta howelliana","437266"
"Cuscuta reflexa","4129"
"Cuscuta suksdorfii","437307"
"Cuscuta veatchii","490581"
"Cusickiella quadricostata","95373"
"Cutandia memphitica","242160"
"Cylindropuntia x fosbergii","2935035"
"Cylindropuntia californica","866979"
"Cylindropuntia ganderi","866981"
"Cylindropuntia munzii","866985"
"Cylindropuntia prolifera","866986"
"Cylindropuntia wolfii","866992"
"Cymopterus aboriginum","206618"
"Cymopterus cinerarius","206623"
"Cymopterus deserticola","206628"
"Cymopterus gilmanii","206630"
"Cymopterus panamintensis","178666"
"Cymopterus ripleyi","206638"
"Cynara cardunculus","4265"
"Cynodon plectostachyus","751635"
"Cynoglossum grande","1288180"
"Cynoglossum occidentale","1288183"
"Cyperus gracilis","1382028"
"Cypripedium californicum","53039"
"Cytisus x dallimorei","983559"
"Cytisus multiflorus","49814"
"Cytisus striatus","176342"
"Damasonium californicum","1046407"
"Danthonia decumbens","500232"
"Darlingtonia californica","4355"
"Datisca glomerata","34297"
"Dedeckera eurekensis","429190"
"Deinandra arida","425860"
"Deinandra bacigalupii","425861"
"Deinandra clementina","425862"
"Deinandra conjugens","425863"
"Deinandra corymbosa","425864"
"Deinandra halliana","425868"
"Deinandra increscens","425869"
"Deinandra minthornii","425872"
"Deinandra mohavensis","425873"
"Deinandra pallida","425874"
"Deinandra pentactis","425877"
"Delosperma litorale","1346866"
"Delphinium antoninum","157975"
"Delphinium bakeri","136315"
"Delphinium californicum","136318"
"Delphinium cardinale","136319"
"Delphinium decorum","136320"
"Delphinium gracilentum","157988"
"Delphinium gypsophilum","136325"
"Delphinium hansenii","157989"
"Delphinium hesperium","136326"
"Delphinium hutchinsoniae","136329"
"Delphinium inopinum","157994"
"Delphinium luteum","136330"
"Delphinium nudicaule","136333"
"Delphinium parryi","136336"
"Delphinium patens","136337"
"Delphinium polycladon","136338"
"Delphinium purpusii","158000"
"Delphinium recurvatum","136339"
"Delphinium stachydeum","136341"
"Delphinium trolliifolium","136342"
"Delphinium uliginosum","158007"
"Delphinium umbraculorum","158008"
"Delphinium variegatum","158010"
"Dendromecon harfordii","1171687"
"Dendromecon rigida","56849"
"Deschampsia beringensis","2820164"
"Descurainia paradisa","983617"
"Dicentra formosa","332430"
"Dichelostemma ida-maia","158493"
"Dichelostemma multiflorum","51446"
"Dichelostemma volubile","158495"
"Dichondra donelliana","2042391"
"Dichondra occidentalis","197376"
"Dimeresia howellii","176528"
"Diplacus aridus","270951"
"Diplacus aurantiacus","68869"
"Diplacus calycinus","270954"
"Diplacus clevelandii","188300"
"Diplacus grandiflorus","270956"
"Diplacus longiflorus","270957"
"Diplacus parviflorus","270955"
"Diplacus puniceus","270958"
"Dipogon lignosus","132441"
"Dirca occidentalis","699060"
"Dissanthelium californicum","1159244"
"Dithyrea maritima","1244070"
"Dittrichia graveolens","1532790"
"Dodecahema leptoceras","1214391"
"Dodecatheon clevelandii","272080"
"Dodecatheon hendersonii","272084"
"Downingia bacigalupii","104528"
"Downingia bella","104519"
"Downingia bicornuta","100713"
"Downingia concolor","104524"
"Downingia cuspidata","101772"
"Downingia elegans","104522"
"Downingia insignis","104520"
"Downingia montana","101775"
"Downingia ornatissima","104527"
"Downingia pulchella","104518"
"Downingia pusilla","104526"
"Downingia yina","104523"
"Draba aureola","95376"
"Draba corrugata","228872"
"Draba cruciata","95383"
"Draba lemmonii","311949"
"Draba pterosperma","95420"
"Draba stenoloba","311967"
"Draba subumbellata","95440"
"Draperia systyla","79341"
"Drosanthemum floribundum","1053344"
"Drosanthemum hispidum","379231"
"Drosanthemum speciosum","215961"
"Drosera aliciae","122301"
"Drosera capensis","4366"
"Dudleya abramsii","1289425"
"Dudleya attenuata","264153"
"Dudleya blochmaniae","1289434"
"Dudleya candelabrum","91085"
"Dudleya cymosa","1289440"
"Dudleya densiflora","1289448"
"Dudleya edulis","1289449"
"Dudleya farinosa","1289450"
"Dudleya gnoma","1311266"
"Dudleya greenei","91086"
"Dudleya multicaulis","1289455"
"Dudleya nesiotica","1311267"
"Dudleya saxosa","1289458"
"Dudleya setchellii","1289429"
"Dudleya stolonifera","1289460"
"Dudleya traskiae","1311268"
"Dudleya variegata","1289461"
"Dudleya verityi","1289462"
"Dudleya virens","1289463"
"Dudleya viscida","23004"
"Dysphania chilensis","2570620"
"Eastwoodia elegans","217587"
"Eatonella nivea","149422"
"Echinochloa oryzoides","338577"
"Echinochloa phyllopogon","45619"
"Echium candicans","113430"
"Echium lusitanicum","113440"
"Ehrendorferia chrysantha","54420"
"Ehrendorferia ochroleuca","1549784"
"Ehrharta erecta","96049"
"Ehrharta longiflora","175505"
"Elatine ambigua","1642483"
"Elatine heterandra","1642490"
"Eleocharis decumbens","863324"
"Eleocharis pachycarpa","110295"
"Eleocharis suksdorfiana","679972"
"Eleocharis torticulmis","679975"
"Elymus californicus","145786"
"Elymus hirsutus","1981217"
"Emex australis","1046566"
"Encelia actonii","372413"
"Encelia californica","183026"
"Enceliopsis covillei","372427"
"Enchylaena tomentosa","267512"
"Endolepis covillei","880721"
"Enemion stipitatum","2042417"
"Ephedra altissima","3391"
"Ephedra distachya","3389"
"Epilobium cleistogamum","33133"
"Epilobium luteum","33139"
"Epilobium obcordatum","33142"
"Epilobium pallidum","33143"
"Epilobium rigidum","33145"
"Epilobium septentrionale","33146"
"Epilobium siskiyouense","33147"
"Epilobium torreyi","33149"
"Eremalche parryi","148941"
"Eremochloa ciliaris","2003512"
"Eriastrum abramsii","1570862"
"Eriastrum densifolium","40763"
"Eriastrum filifolium","1570933"
"Eriastrum harwoodii","1570934"
"Eriastrum hooveri","1570865"
"Eriastrum luteum","1570866"
"Eriastrum pluriflorum","1570867"
"Eriastrum sapphirinum","110326"
"Eriastrum signatum","545399"
"Eriastrum virgatum","1570869"
"Erica lusitanica","906928"
"Ericameria arborescens","217589"
"Ericameria bloomeri","217957"
"Ericameria brachylepis","217958"
"Ericameria cooperi","72928"
"Ericameria ericoides","71043"
"Ericameria fasciculata","217963"
"Ericameria gilmanii","217964"
"Ericameria greenei","217577"
"Ericameria ophitidis","217971"
"Ericameria palmeri","217972"
"Ericameria parishii","217973"
"Ericameria pinifolia","217975"
"Erigeron aliceae","91247"
"Erigeron barbellulatus","91252"
"Erigeron clokeyi","886942"
"Erigeron foliosus","91265"
"Erigeron glaucus","91270"
"Erigeron inornatus","91273"
"Erigeron karvinskianus","91275"
"Erigeron pygmaeus","91289"
"Eriocaulon microcephalum","28535"
"Eriodictyon altissimum","2876762"
"Eriodictyon californicum","4132"
"Eriodictyon capitatum","2876763"
"Eriodictyon crassifolium","79347"
"Eriodictyon parryi","79406"
"Eriodictyon trichocalyx","79351"
"Eriogonum angulosum","1214292"
"Eriogonum arborescens","429193"
"Eriogonum brachyanthum","1214294"
"Eriogonum breedlovei","1381985"
"Eriogonum cinereum","1214297"
"Eriogonum cithariforme","1381986"
"Eriogonum compositum","1214298"
"Eriogonum congdonii","1214299"
"Eriogonum contiguum","429198"
"Eriogonum crocatum","1214301"
"Eriogonum eastwoodianum","1214303"
"Eriogonum elatum","1214428"
"Eriogonum elegans","1381987"
"Eriogonum elongatum","1214304"
"Eriogonum giganteum","1096715"
"Eriogonum gracile","1381988"
"Eriogonum gracilipes","1214306"
"Eriogonum grande","1096717"
"Eriogonum hoffmannii","429209"
"Eriogonum inerme","1381989"
"Eriogonum intrafractum","1214310"
"Eriogonum kennedyi","1214397"
"Eriogonum latifolium","429214"
"Eriogonum luteolum","1214399"
"Eriogonum marifolium","1214424"
"Eriogonum molestum","1214285"
"Eriogonum nudum","430753"
"Eriogonum ochrocephalum","429219"
"Eriogonum ordii","1214316"
"Eriogonum panamintense","1381991"
"Eriogonum parvifolium","1214319"
"Eriogonum prattenianum","1214438"
"Eriogonum rixfordii","1214321"
"Eriogonum roseum","1214322"
"Eriogonum rupinum","1214288"
"Eriogonum saxatile","1214323"
"Eriogonum siskiyouense","1214324"
"Eriogonum spergulinum","1214401"
"Eriogonum sphaerocephalum","1214417"
"Eriogonum truncatum","3126306"
"Eriogonum ursinum","1214329"
"Eriogonum vimineum","1214331"
"Eriophyllum congdonii","149424"
"Erodium brachycarpum","337358"
"Erodium cygnorum","337370"
"Erodium macrophyllum","337344"
"Erodium malacoides","337389"
"Eryngium aristulatum","1913996"
"Eryngium armatum","1914000"
"Eryngium articulatum","477844"
"Eryngium castrense","1914006"
"Eryngium constancei","1913998"
"Eryngium jepsonii","1914010"
"Eryngium mathiasiae","1914015"
"Eryngium pinnatisectum","1914001"
"Eryngium racemosum","1914002"
"Eryngium spinosepalum","1914007"
"Eryngium vaseyi","393530"
"Erysimum cheiri","71232"
"Erysimum franciscanum","1492217"
"Erysimum menziesii","65353"
"Erysimum teretifolium","2662428"
"Erythronium californicum","202123"
"Erythronium citrinum","202127"
"Erythronium helenae","202133"
"Erythronium hendersonii","202136"
"Erythronium howellii","1137802"
"Erythronium klamathense","202140"
"Erythronium multiscapoideum","202143"
"Erythronium oregonum","202146"
"Erythronium pluriflorum","202147"
"Erythronium purpurascens","202148"
"Erythronium revolutum","202152"
"Erythronium taylorii","202156"
"Erythronium tuolumnense","202159"
"Escallonia rubra","112253"
"Eschscholzia caespitosa","1171690"
"Eschscholzia hypecoides","1171693"
"Eschscholzia lemmonii","1171694"
"Eschscholzia lobbii","1171697"
"Eschscholzia parishii","1171703"
"Eschscholzia ramosa","1171704"
"Eschscholzia rhombipetala","1171705"
"Eucalyptus globulus","34317"
"Eucalyptus polyanthemos","183847"
"Eucalyptus pulverulenta","881203"
"Eucalyptus sideroxylon","1541731"
"Eucalyptus tereticornis","183855"
"Eucalyptus torquata","183858"
"Eucalyptus viminalis","155764"
"Eucephalus breweri","1573922"
"Eucephalus glabratus","381994"
"Eucephalus ledophyllus","2720234"
"Euchiton involucratus","330692"
"Euchiton japonicus","320627"
"Euonymus occidentalis","1981222"
"Euphorbia characias","3991"
"Euphorbia dendroides","38845"
"Euphorbia misera","212939"
"Euphorbia oblongata","212945"
"Euphorbia rigida","756632"
"Euphorbia serrata","196589"
"Eurybia radulina","481926"
"Ferocactus viridescens","867062"
"Festuca californica","211942"
"Festuca subuliflora","464081"
"Ficus palmata","309331"
"Ficus rubiginosa","182125"
"Filago pyramidata","261772"
"Fortunella japonica","76966"
"Fragaria chiloensis","101007"
"Frangula rubra","1813046"
"Frankenia salina","194574"
"Frasera fastigiata","933366"
"Frasera puberulenta","866899"
"Frasera tubulosa","148621"
"Fraxinus latifolia","56040"
"Fraxinus uhdei","490853"
"Fremontodendron decumbens","2894213"
"Fremontodendron mexicanum","66666"
"Fritillaria affinis","279657"
"Fritillaria agrestis","64177"
"Fritillaria biflora","2773596"
"Fritillaria brandegeei","2773597"
"Fritillaria eastwoodiae","279684"
"Fritillaria falcata","279664"
"Fritillaria glauca","279666"
"Fritillaria liliacea","167482"
"Fritillaria micrantha","279671"
"Fritillaria ojaiensis","2773598"
"Fritillaria pinetorum","2773599"
"Fritillaria pluriflora","1523571"
"Fritillaria purdyi","2773600"
"Fritillaria recurva","279676"
"Fritillaria striata","279678"
"Fritillaria viridea","2773601"
"Fuchsia boliviana","253478"
"Fuchsia magellanica","162012"
"Fuchsia paniculata","253498"
"Galenia pubescens","115633"
"Galium ambiguum","715656"
"Galium andrewsii","715658"
"Galium angustifolium","715660"
"Galium argense","715662"
"Galium bolanderi","715665"
"Galium buxifolium","3128944"
"Galium californicum","792604"
"Galium catalinense","571380"
"Galium clementis","2364094"
"Galium cliftonsmithii","792608"
"Galium glabrescens","715678"
"Galium grande","792613"
"Galium grayanum","715681"
"Galium hallii","715682"
"Galium hilendiae","715683"
"Galium jepsonii","715690"
"Galium johnstonii","792615"
"Galium matthewsii","792617"
"Galium multiflorum","715701"
"Galium murale","35898"
"Galium nuttallii","2292673"
"Galium oreganum","715702"
"Galium parishii","715704"
"Galium parisiense","29796"
"Galium porrigens","715706"
"Galium saxatile","715714"
"Galium serpenticum","792629"
"Galium sparsiflorum","792632"
"Gambelia speciosa","90356"
"Gamochaeta ustulata","1906839"
"Garrya buxifolia","1197916"
"Garrya elliptica","4288"
"Garrya fremontii","1197918"
"Garrya veatchii","1197922"
"Gaudinia fragilis","388705"
"Gaultheria shallon","73102"
"Gayophytum eriospermum","690529"
"Gayophytum heterozygum","203944"
"Gazania linearis","460742"
"Genista aetnensis","49819"
"Genista canariensis","49847"
"Genista linifolia","175406"
"Genista maderensis","175407"
"Genista monspessulana","49848"
"Genista stenopetala","49851"
"Gentiana newberryi","1892683"
"Gentiana sceptrum","1892695"
"Gentianopsis holopetala","866903"
"Geraea viscida","372430"
"Geranium californicum","379941"
"Geranium homeanum","54664"
"Geranium lucidum","379949"
"Geranium palmatum","326026"
"Geranium potentilloides","457546"
"Geranium retrorsum","296626"
"Geranium solanderi","296621"
"Geranium yeoi","387083"
"Gilia aliquanta","1570918"
"Gilia angelensis","40767"
"Gilia austrooccidentalis","1570919"
"Gilia brecciarum","111106"
"Gilia cana","133171"
"Gilia diegensis","439154"
"Gilia interior","1570920"
"Gilia latiflora","1570921"
"Gilia leptantha","40733"
"Gilia malior","1570925"
"Gilia millefoliata","61916"
"Gilia modocensis","2056796"
"Gilia nevinii","108247"
"Gilia ochroleuca","40776"
"Gilia salticola","1570928"
"Gilia tenuiflora","1570929"
"Gilia yorkii","439153"
"Gilmania luteola","429224"
"Githopsis diffusa","239445"
"Githopsis pulchella","519291"
"Gladiolus tristis","1007848"
"Glehnia littoralis","48119"
"Glyceria leptostachya","388679"
"Gonocarpus chinensis","1482605"
"Goodmania luteola","1214380"
"Gracilariopsis chorda","448386"
"Grateloupia asiatica","151735"
"Grindelia hirsutula","1114741"
"Grindelia stricta","1114762"
"Guillenia flavescens","228867"
"Gunnera tinctoria","251266"
"Gutierrezia californica","691048"
"Hackelia bella","1288195"
"Hackelia sharsmithii","1288196"
"Hackelia velutina","1288198"
"Halimium lasianthum","632750"
"Halimolobos jaegeri","86707"
"Haloragis erecta","45167"
"Harmonia nutans","102151"
"Harmonia stebbinsii","4256"
"Hastingsia alba","652151"
"Hastingsia serpentinicola","796879"
"Hazardia cana","71054"
"Hazardia detonsa","147777"
"Hazardia squarrosa","71055"
"Hazardia whitneyi","147778"
"Hebe speciosa","163756"
"Hecastocleis shockleyi","220498"
"Helenium bolanderi","2741182"
"Helenium puberulum","2741192"
"Helianthella californica","2042404"
"Helianthella castanea","2042406"
"Helianthemum scoparium","2020729"
"Helianthus bolanderi","73278"
"Helianthus californicus","382519"
"Helianthus cusickii","73281"
"Helianthus gracilentus","73290"
"Helichrysum petiolare","261796"
"Hemitomes congestum","176246"
"Hemizonia congesta","142838"
"Hesperevax acaulis","1754144"
"Hesperevax sparsiflora","702249"
"Hesperocnide tenella","194267"
"Hesperocyparis abramsiana","329077"
"Hesperocyparis bakeri","329080"
"Hesperocyparis forbesii","48933"
"Hesperocyparis goveniana","103967"
"Hesperocyparis macnabiana","103969"
"Hesperocyparis macrocarpa","76352"
"Hesperocyparis nevadensis","48931"
"Hesperocyparis sargentii","48930"
"Hesperocyparis stephensonii","48932"
"Hesperolinon adenophyllum","558675"
"Hesperolinon bicarpellatum","467608"
"Hesperolinon breweri","558676"
"Hesperolinon californicum","558677"
"Hesperolinon clevelandii","558678"
"Hesperolinon congestum","558679"
"Hesperolinon didymocarpum","558680"
"Hesperolinon disjunctum","558681"
"Hesperolinon drymarioides","558682"
"Hesperolinon micranthum","467609"
"Hesperolinon spergulinum","558684"
"Hesperolinon tehamense","558685"
"Heteranthemis viscidehirta","99060"
"Heterodraba unilateralis","664140"
"Heteromeles arbutifolia","36612"
"Heterotheca monarchensis","556903"
"Heterotheca oregona","1573926"
"Heterotheca sessiliflora","1573927"
"Heuchera abramsii","1573196"
"Heuchera brevistaminea","1573203"
"Heuchera caespitosa","1573204"
"Heuchera chlorantha","100308"
"Heuchera elegans","423495"
"Heuchera hirsutissima","40781"
"Heuchera maxima","100309"
"Heuchera merriamii","423496"
"Heuchera micrantha","3795"
"Heuchera parishii","1573226"
"Heuchera pilosissima","423498"
"Hieracium argutum","378941"
"Hieracium bolanderi","378943"
"Hieracium greenei","378947"
"Hieracium horridum","378949"
"Hierochloe occidentalis","376123"
"Hirschfeldia incana","71354"
"Hoheria populnea","326352"
"Hoita macrostachya","458335"
"Hoita orbicularis","458336"
"Hoita strobilina","3126973"
"Hollisteria lanata","1214381"
"Holmgrenanthe petrophila","309348"
"Holocarpha heermannii","425879"
"Holocarpha virgata","149430"
"Holozonia filipes","149432"
"Hordeum bulbosum","4516"
"Hordeum intercedens","112520"
"Horkelia bolanderi","654639"
"Horkelia californica","654646"
"Horkelia clevelandii","3121473"
"Horkelia congesta","3089656"
"Horkelia cuneata","144560"
"Horkelia daucifolia","667215"
"Horkelia hendersonii","667216"
"Horkelia hispidula","1042655"
"Horkelia marinensis","667218"
"Horkelia parryi","1819507"
"Horkelia rydbergii","1042656"
"Horkelia sericata","3089657"
"Horkelia tenuiloba","1042657"
"Horkelia tridentata","667219"
"Horkelia truncata","1042658"
"Horkelia tularensis","3141223"
"Horkelia wilderae","1042659"
"Horkelia yadonii","1042660"
"Horkeliella congdonis","1042654"
"Horkeliella purpurascens","654629"
"Howellanthus dalesianus","1241236"
"Howelliella ovata","105916"
"Hulsea californica","149433"
"Hulsea vestita","149434"
"Hunnemannia fumariifolia","56855"
"Hydrophyllum tenuipes","79362"
"Hypericum androsaemum","140968"
"Hypericum canariense","228412"
"Hypericum concinnum","1136964"
"Hypericum hookerianum","401011"
"Iliamna bakeri","139623"
"Iliamna latibracteata","139627"
"Impatiens noli-tangere","127129"
"Ionopsidium acaule","104256"
"Ipomopsis effusa","493276"
"Iris bracteata","34206"
"Iris chrysophylla","34207"
"Iris douglasiana","34208"
"Iris fernaldii","34209"
"Iris foetidissima","585813"
"Iris hartwegii","34210"
"Iris innominata","34211"
"Iris macrosiphon","42569"
"Iris munzii","42570"
"Iris orientalis","93025"
"Iris purdyi","34215"
"Iris spuria","93026"
"Iris tenax","34216"
"Iris tenuissima","42571"
"Iris thompsonii","202879"
"Isocoma menziesii","147781"
"Isoetes nuttallii","358751"
"Isoetes orcuttii","358752"
"Isolepis prolifera","130956"
"Ivesia aperta","667220"
"Ivesia argyrocoma","1042661"
"Ivesia jaegeri","1042663"
"Ivesia longibracteata","1042665"
"Ivesia lycopodioides","457902"
"Ivesia muirii","3121474"
"Ivesia paniculata","667223"
"Ivesia patellifera","3121475"
"Ivesia pygmaea","1008380"
"Ivesia santolinoides","667224"
"Ivesia saxosa","457903"
"Ivesia sericoleuca","1042667"
"Ivesia unguiculata","1008376"
"Ivesia webberi","667226"
"Jarava plumosa","399632"
"Jaumea carnosa","41592"
"Jepsonia malvifolia","2338898"
"Jepsonia parryi","29765"
"Juglans californica","91212"
"Juglans hindsii","91216"
"Juncus bolanderi","308407"
"Juncus breweri","1981232"
"Juncus chlorocephalus","2966412"
"Juncus falcatus","308387"
"Juncus kelloggii","2518129"
"Juncus macrandrus","2966414"
"Juncus oxymeris","223674"
"Juncus supiniformis","1981237"
"Juncus tiehmii","336226"
"Juncus uncialis","336227"
"Juniperus grandis","1191189"
"Juniperus occidentalis","114265"
"Karroochloa purpurea","42081"
"Keckiella breviflora","155433"
"Keckiella cordifolia","155435"
"Keckiella corymbosa","155432"
"Keckiella lemmonii","155434"
"Keckiella rothrockii","155437"
"Keckiella ternata","155436"
"Kniphofia uvaria","49724"
"Kumlienia hystricula","857728"
"Kyhosia bolanderi","4254"
"Lagophylla glandulosa","349395"
"Lagophylla minor","149436"
"Lagunaria patersonia","183274"
"Lampranthus multiradiatus","3157259"
"Lasiospermum bipinnatum","99068"
"Lastarriaea coriacea","1214382"
"Lasthenia burkei","149439"
"Lasthenia chrysantha","170382"
"Lasthenia conjugens","170376"
"Lasthenia coronaria","170377"
"Lasthenia debilis","170383"
"Lasthenia ferrisiae","170380"
"Lasthenia fremontii","170375"
"Lasthenia glaberrima","170373"
"Lasthenia glabrata","170381"
"Lasthenia gracilis","182806"
"Lasthenia leptalea","170385"
"Lasthenia maritima","170378"
"Lasthenia microglossa","170384"
"Lasthenia minor","170379"
"Lasthenia platycarpha","170374"
"Lathyrus angulatus","313078"
"Lathyrus cicera","3856"
"Lathyrus delnorticus","313082"
"Lathyrus glandulosus","313085"
"Lathyrus jepsonii","313091"
"Lathyrus littoralis","313097"
"Lathyrus nevadensis","313102"
"Lathyrus polyphyllus","313106"
"Lathyrus rigidus","313109"
"Lathyrus sphaericus","3861"
"Lathyrus splendens","313114"
"Lathyrus sulphureus","313116"
"Lathyrus torreyi","1276799"
"Lathyrus vestitus","200950"
"Laurus nobilis","85223"
"Lavandula stoechas","39333"
"Lavatera arborea","145751"
"Lavatera assurgentiflora","145749"
"Lavatera cretica","145752"
"Lavatera olbia","145746"
"Layia carnosa","349392"
"Layia chrysanthemoides","349396"
"Layia discoidea","349394"
"Layia gaillardioides","149442"
"Layia heterotricha","149443"
"Layia hieracioides","549292"
"Layia munzii","149444"
"Layia pentachaeta","349393"
"Layia septentrionalis","349397"
"Legenere limosa","101651"
"Leonotis leonurus","378904"
"Leontodon muelleri","268081"
"Lepechinia calycina","268880"
"Lepechinia fragrans","268882"
"Lepechinia ganderi","1405037"
"Lepechinia rossii","2886693"
"Lepidium flavum","153340"
"Lepidium jaredii","537152"
"Lepidium latipes","153344"
"Lepidium nitidum","153352"
"Lepidium oxycarpum","153354"
"Lepidium pinnatifidum","153361"
"Lepraria santamonicae","689461"
"Leptodactylon californicum","110334"
"Leptosiphon acicularis","91533"
"Leptosiphon ambiguus","91534"
"Leptosiphon bicolor","91539"
"Leptosiphon bolanderi","91540"
"Leptosiphon breviculus","91541"
"Leptosiphon ciliatus","91603"
"Leptosiphon filipes","91542"
"Leptosiphon grandiflorus","64425"
"Leptosiphon jepsonii","91546"
"Leptosiphon latisectus","1611642"
"Leptosiphon lemmonii","64427"
"Leptosiphon liniflorus","64428"
"Leptosiphon minimus","127969"
"Leptosiphon montanus","91550"
"Leptosiphon nudatus","64429"
"Leptosiphon oblanceolatus","1570884"
"Leptosiphon pachyphyllus","91551"
"Leptosiphon parviflorus","91552"
"Leptosiphon pygmaeus","91554"
"Leptosiphon rattanii","91556"
"Leptosiphon rosaceus","1611645"
"Leptosiphon serrulatus","1611646"
"Leptospermum laevigatum","511491"
"Lessingia arachnoidea","147783"
"Lessingia germanorum","147784"
"Lessingia glandulifera","71063"
"Lessingia hololeuca","147785"
"Lessingia leptoclada","147790"
"Lessingia micradenia","147791"
"Lessingia nana","147794"
"Lessingia nemaclada","147795"
"Lessingia ramulosa","147797"
"Lessingia tenuis","147798"
"Lessingia virgata","147799"
"Leucophysalis nana","304110"
"Leucothoe davisiae","586122"
"Lewisia cantelovii","146103"
"Lewisia congdonii","89083"
"Lewisia cotyledon","89084"
"Lewisia disepala","384556"
"Lewisia glandulosa","384557"
"Lewisia kelloggii","384558"
"Lewisia leeana","89085"
"Lewisia longipetala","384559"
"Lewisia oppositifolia","384561"
"Lewisia serrata","384553"
"Lewisia stebbinsii","384564"
"Leycesteria formosa","52835"
"Leymus x vancouverensis","1350037"
"Leymus condensatus","435790"
"Libertia formosa","58960"
"Ligusticum apiifolium","2072974"
"Ligusticum californicum","2561884"
"Lilaeopsis masonii","1036585"
"Lilaeopsis occidentalis","254040"
"Lilium bolanderi","84043"
"Lilium humboldtii","279690"
"Lilium kelleyanum","134859"
"Lilium kelloggii","85368"
"Lilium maritimum","133195"
"Lilium occidentale","84051"
"Lilium pardalinum","84053"
"Lilium parvum","84055"
"Lilium rubescens","279682"
"Lilium washingtonianum","84058"
"Limnanthes alba","42439"
"Limnanthes bakeri","641915"
"Limnanthes douglasii","28973"
"Limnanthes floccosa","111134"
"Limnanthes montana","641927"
"Limnanthes vinculans","641929"
"Limnobium laevigatum","62342"
"Limonium arborescens","112841"
"Limonium binervosum","1155340"
"Limonium californicum","2042422"
"Limonium otolepis","1288439"
"Limonium perezii","2500085"
"Limonium sinuatum","70371"
"Linanthus bellus","64420"
"Linanthus campanulatus","133170"
"Linanthus concinnus","64422"
"Linanthus dianthiflorus","64424"
"Linanthus inyoensis","545406"
"Linanthus jaegeri","96034"
"Linanthus killipii","64426"
"Linanthus maculatus","329725"
"Linanthus orcuttii","64431"
"Linanthus parryae","64432"
"Linaria bipartita","1070244"
"Linaria pinifolia","1070261"
"Linaria purpurea","1071898"
"Linum trigynum","586398"
"Lipocarpha occidentalis","1287966"
"Lithophragma affine","40793"
"Lithophragma bolanderi","100310"
"Lithophragma campanulatum","100311"
"Lithophragma cymbalaria","100312"
"Lithophragma heterophyllum","100314"
"Lithophragma maximum","100315"
"Lithospermum californicum","650304"
"Lithrea molleoides","289720"
"Lobelia dunnii","104596"
"Loeseliastrum matthewsii","110333"
"Logfia gallica","125729"
"Lomatium californicum","54720"
"Lomatium canbyi","427941"
"Lomatium caruifolium","2497701"
"Lomatium congdonii","2497702"
"Lomatium dasycarpum","40955"
"Lomatium donnellii","1502537"
"Lomatium engelmannii","2497703"
"Lomatium hendersonii","1502544"
"Lomatium howellii","48040"
"Lomatium lucidum","63640"
"Lomatium marginatum","2497705"
"Lomatium martindalei","1981241"
"Lomatium parvifolium","63643"
"Lomatium peckianum","2780056"
"Lomatium piperi","427945"
"Lomatium repostum","63644"
"Lomatium rigidum","63645"
"Lomatium shevockii","63646"
"Lomatium tracyi","2497710"
"Lomatium utriculatum","585205"
"Lomatium vaginatum","1502638"
"Lonicera conjugialis","1503368"
"Lonicera etrusca","245821"
"Lonicera hispidula","486673"
"Lonicera subspicata","566158"
"Lotus aboriginus","118905"
"Lotus angustissimus","181259"
"Lotus argophyllus","1159231"
"Lotus benthamii","181263"
"Lotus crassifolius","118913"
"Lotus dendroideus","118915"
"Lotus formosissimus","118917"
"Lotus grandiflorus","2866722"
"Lotus heermannii","118919"
"Lotus micranthus","390702"
"Lotus nevadensis","118920"
